iter	Logloss
147	0.3214997296
148	0.3207265382
149	0.3201245334
150	0.3195638774
151	0.319082021
152	0.3186589241
153	0.3180229655
154	0.3173513317
155	0.3166864206
156	0.3158646978
157	0.3151367811
158	0.3144077041
159	0.3136515509
160	0.3132733795
161	0.3126291199
162	0.3121484698
163	0.3117430119
164	0.3110956133
165	0.3106740693
166	0.3097307877
167	0.3092192985
168	0.3086631404
169	0.3082466711
170	0.3074542044
171	0.3069012648
172	0.3062862725
173	0.3057814273
174	0.3048274142
175	0.3044077329
176	0.3038660079
177	0.3034476413
178	0.3030970875
179	0.3027381303
180	0.3024039117
181	0.3018345215
182	0.3011793509
183	0.3006056317
184	0.3002573769
185	0.2995804337
186	0.2992462372
187	0.2989323018
188	0.2983278436
189	0.2979801498
190	0.2976483149
191	0.2971539678
192	0.2967143755
193	0.2963843841
194	0.2958769003
195	0.2955216655
196	0.2950615095
197	0.294711797
198	0.2940781602
199	0.2935910948
200	0.2932784403
201	0.2927993811
202	0.2923284701
203	0.2919623096
204	0.291612118
205	0.2911949264
206	0.290861191
207	0.2905058158
208	0.2901691482
209	0.2897092601
210	0.2890995822
211	0.2886613345
212	0.2883745822
213	0.2880987726
214	0.2877812178
215	0.2873256605
216	0.2868230264
217	0.286402072
218	0.2858418237
219	0.2855437894
220	0.2852875024
221	0.2849677918
222	0.2845462465
223	0.2842623728
224	0.2838108889
225	0.283464515
226	0.2831682906
227	0.2828769317
228	0.2825695464
229	0.2821173358
230	0.2818018693
231	0.2814007977
232	0.2810777858
233	0.2806421861
234	0.2803645595
235	0.280045555
236	0.2796244231
237	0.2791829044
238	0.2788655399
239	0.2785897208
240	0.2782214857
241	0.2779168486
242	0.2775096823
243	0.2770085054
244	0.2767715452
245	0.2764588911
246	0.2761011679
247	0.2755177306
248	0.2752992142
249	0.2750715024
250	0.274695808
251	0.2744089589
252	0.2741463022
253	0.2739004153
254	0.2736544848
255	0.2732645252
256	0.2729190897
257	0.2726836686
258	0.2723818023
259	0.2720899634
260	0.2717508575
261	0.2714633094
262	0.2711547272
263	0.2708747561
264	0.2705945249
265	0.2702878492
266	0.270078133
267	0.269766689
268	0.2694963753
269	0.2692202666
270	0.268961808
271	0.2685867272
272	0.26833853
273	0.2680339064
274	0.2678297942
275	0.2675183615
276	0.2671809424
277	0.2668768465
278	0.2666252357
279	0.2663714958
280	0.266052897
281	0.2658589612
282	0.2655994999
283	0.265368417
284	0.2649768991
285	0.2647990455
286	0.264503778
287	0.2642924988
288	0.2640385607
289	0.2637048545
290	0.2634822507
291	0.2632727391
292	0.2630456013
293	0.262850978
294	0.2625694162
295	0.2623043329
296	0.2620703794
297	0.2618344307
298	0.2615987948
299	0.2614092773
300	0.2611875147
301	0.2609151925
302	0.260668618
303	0.2603775993
304	0.2601410589
305	0.2598392332
306	0.2596607542
307	0.2594669204
308	0.2592229954
309	0.2589610294
310	0.2587260631
311	0.2584769675
312	0.2580729453
313	0.2577597028
314	0.25747109
315	0.2572909624
316	0.2570981977
317	0.2569251952
318	0.2566618209
319	0.2564673411
320	0.2562784823
321	0.2560621179
322	0.2558532216
323	0.2556739561
324	0.2554404253
325	0.2552411817
326	0.2550111779
327	0.2547528056
328	0.2545177778
329	0.254142945
330	0.2539334899
331	0.2537030674
332	0.2534941397
333	0.2532741245
334	0.2530741651
335	0.252906493
336	0.2526120611
337	0.2524175033
338	0.2522235923
339	0.2520652911
340	0.2519056415
341	0.2516646185
342	0.2515207738
343	0.2513123239
344	0.2510893195
345	0.2508677058
346	0.250726903
347	0.2502696495
348	0.2500691657
349	0.2498102914
350	0.2496439128
351	0.2493697198
352	0.2491765403
353	0.248898143
354	0.2487335688
355	0.2485503743
356	0.2483353043
357	0.2482298901
358	0.2480442991
359	0.2478375115
360	0.247631257
361	0.2474148672
362	0.2472695171
363	0.2470292531
364	0.2467397258
365	0.2465505959
366	0.2463578143
367	0.2461610934
368	0.2459707212
369	0.2457991896
370	0.2456691152
371	0.245459609
372	0.2452604633
373	0.2451007136
374	0.2449592826
375	0.2448036611
376	0.2446512087
377	0.2444474552
378	0.2442650921
379	0.244135037
380	0.2439445041
381	0.2437054762
382	0.2434483343
383	0.2432914573
384	0.2431200076
385	0.2429754481
386	0.2427999047
387	0.2426126294
388	0.2424691182
389	0.2423621029
390	0.2420898281
391	0.2419269187
392	0.2417141987
393	0.2414791286
394	0.241259822
395	0.2410965358
396	0.2409746961
397	0.2407803008
398	0.240635307
399	0.2403521561
400	0.2402079573
401	0.2400454466
402	0.2398492437
403	0.2397060968
404	0.2395639117
405	0.2393670064
406	0.2391717773
407	0.2390085169
408	0.2388717147
409	0.2387001241
410	0.2385890995
411	0.2384478196
412	0.2382736036
413	0.2380413647
414	0.2378856172
415	0.2377857801
416	0.2375607447
417	0.2373725738
418	0.237245475
419	0.2371238112
420	0.2369776214
421	0.2368160566
422	0.236679294
423	0.236560142
424	0.2364142263
425	0.2362605682
426	0.2360574701
427	0.2358704439
428	0.2357416345
429	0.2355553569
430	0.2354175535
431	0.235263737
432	0.235081621
433	0.2348183307
434	0.2346074941
435	0.2343548261
436	0.2340884924
437	0.2339049336
438	0.233753518
439	0.2334974123
440	0.2333850764
441	0.2331457434
442	0.2329701081
443	0.2327817324
444	0.2326095384
445	0.2323765783
446	0.2322747451
447	0.2321263257
448	0.2319704471
449	0.2318453367
450	0.2316961997
451	0.2315310266
452	0.2314358498
453	0.23127489
454	0.2311338202
455	0.2310265356
456	0.230883711
457	0.230696793
458	0.2305553011
459	0.2304471716
460	0.2303393532
461	0.2302457661
462	0.2300660678
463	0.2299351041
464	0.2298312138
465	0.2296844407
466	0.2295400719
467	0.2293612347
468	0.2292684958
469	0.2291453805
470	0.2290253585
471	0.2288299006
472	0.2286948826
473	0.228546706
474	0.228390711
475	0.2282657233
476	0.2281480856
477	0.2280104929
478	0.2278534548
479	0.2276961489
480	0.2275433246
481	0.2273685268
482	0.227194057
483	0.2270436855
484	0.2269391812
485	0.2268278886
486	0.2267209215
487	0.2265897267
488	0.2264206465
489	0.2262873148
490	0.2261594185
491	0.2260560103
492	0.2259453669
493	0.2258144207
494	0.2256887978
495	0.2255778025
496	0.2254276126
497	0.2252862697
498	0.2251723263
499	0.2250770552
500	0.2249405575
501	0.2247743289
502	0.2246579994
503	0.2245362017
504	0.2244486914
505	0.2243534411
506	0.2242503679
507	0.2240603114
508	0.2238641749
509	0.2237256242
510	0.2235342827
511	0.2234626307
512	0.2233853069
513	0.2232526444
514	0.2230966677
515	0.2229822405
516	0.2228020158
517	0.2226931952
518	0.2225553757
519	0.222408604
520	0.2222911337
521	0.2221531159
522	0.2220560124
523	0.2219661819
524	0.221863523
525	0.2217519146
526	0.2216531592
527	0.2215351311
528	0.2214301935
529	0.2213431108
530	0.2211626555
531	0.2210802514
532	0.2208712242
533	0.2207805859
534	0.2206751454
535	0.220531974
536	0.22041619
537	0.2203422458
538	0.2202152922
539	0.2200520337
540	0.2199687835
541	0.2198391895
542	0.219733458
543	0.2196276082
544	0.2195063125
545	0.2194114868
546	0.2192972704
547	0.2191782552
548	0.2190862045
549	0.2189535046
550	0.218855546
551	0.2187779702
552	0.2186519686
553	0.218542446
554	0.2184107061
555	0.2182668966
556	0.2181043185
557	0.2180177531
558	0.2179341014
559	0.217807586
560	0.2177084659
561	0.2176181985
562	0.2174583145
563	0.2173138542
564	0.2171700621
565	0.2170732862
566	0.2169843888
567	0.2169135933
568	0.216818919
569	0.2167007527
570	0.216547512
571	0.2164433008
572	0.2163094424
573	0.2161979934
574	0.2160926389
575	0.2160068072
576	0.2158985722
577	0.2157978864
578	0.2157226447
579	0.2156476493
580	0.2155384852
581	0.2154268074
582	0.2153418764
583	0.2151898838
584	0.2151040168
585	0.2150197125
586	0.2149266591
587	0.2148016387
588	0.21470849
589	0.2145732005
590	0.2144706602
591	0.2141933892
592	0.2141129347
593	0.2139785386
594	0.2137286265
595	0.2135939057
596	0.2135059637
597	0.2133938303
598	0.2133145579
599	0.2131979432
600	0.2131005443
601	0.2129761663
602	0.2128553732
603	0.2127249907
604	0.2126314729
605	0.212548956
606	0.2123949457
607	0.2123261432
608	0.2122040876
609	0.2121050768
610	0.2119967059
611	0.21190855
612	0.2118368577
613	0.2117324041
614	0.2116283904
615	0.211545736
616	0.2114418614
617	0.2113062342
618	0.2112167921
619	0.2110956014
620	0.2109541016
621	0.2108414536
622	0.2107698175
623	0.210658009
624	0.2105724067
625	0.2104619403
626	0.2103700539
627	0.2102705108
628	0.2101991777
629	0.2101158855
630	0.2100488484
631	0.2099676339
632	0.2098614325
633	0.2097549634
634	0.2096810031
635	0.2095998806
636	0.2095131081
637	0.2093945803
638	0.2093049359
639	0.2092344754
640	0.209134271
641	0.2089446078
642	0.2088530239
643	0.2088052575
644	0.2087496619
645	0.2086345326
646	0.2085393378
647	0.2084608739
648	0.2083886972
649	0.2082991024
650	0.2082154463
651	0.2081097377
652	0.2080349054
653	0.2079187867
654	0.2078315679
655	0.2077024412
656	0.2076043405
657	0.2075178635
658	0.2073510338
659	0.2072704983
660	0.2071657488
661	0.2070640807
662	0.2070064695
663	0.2068615265
664	0.2067965163
665	0.2066982425
666	0.2066280195
667	0.2065345562
668	0.2064537226
669	0.2063847803
670	0.2062788316
671	0.206185503
672	0.2061027625
673	0.2060025578
674	0.205915031
675	0.2058516727
676	0.2057775744
677	0.205653418
678	0.205543868
679	0.2054676007
680	0.2053901993
681	0.2052502161
682	0.2051603648
683	0.2050618527
684	0.2049471378
685	0.204850285
686	0.2047866857
687	0.2047152036
688	0.2046263417
689	0.2045379324
690	0.2044678813
691	0.2044000064
692	0.2042744605
693	0.2041527255
694	0.2040700492
695	0.2039445637
696	0.2038715869
697	0.2038203032
698	0.2037556262
699	0.2036537677
700	0.2035886793
701	0.2034778446
702	0.2034097375
703	0.2033356187
704	0.2032845497
705	0.2031773411
706	0.2031014176
707	0.2030489706
708	0.2029708443
709	0.202866777
710	0.2027981041
711	0.2026806829
712	0.2025718012
713	0.2024638243
714	0.2024045777
715	0.2023329591
716	0.2022590051
717	0.2022023601
718	0.2021323062
719	0.2020288735
720	0.2019423719
721	0.2018105142
722	0.2017235715
723	0.2016184332
724	0.2015121912
725	0.2014363768
726	0.2013807992
727	0.2013036095
728	0.201212042
729	0.201133798
730	0.2010680244
731	0.2010101374
732	0.2008968725
733	0.20082259
734	0.2007253269
735	0.2006338938
736	0.2005775254
737	0.2004750036
738	0.200362077
739	0.2003055653
740	0.2002085456
741	0.2001031894
742	0.2000185018
743	0.1999558704
744	0.1999126087
745	0.1998501821
746	0.1997911606
747	0.1996716533
748	0.1995794601
749	0.1994978002
750	0.1994362941
751	0.1993717959
752	0.1992831613
753	0.1992223655
754	0.1991470743
755	0.1990705275
756	0.1989450437
757	0.1988220594
758	0.1987141033
759	0.1986317492
760	0.1985412019
761	0.1984934785
762	0.1984239964
763	0.1983694142
764	0.1983105931
765	0.1982339871
766	0.1981800715
767	0.1980874171
768	0.1980003901
769	0.1979470535
770	0.1978723041
771	0.1977743774
772	0.1977080956
773	0.1976260753
774	0.1974998833
775	0.197401645
776	0.1973498176
777	0.197260123
778	0.1971638358
779	0.1971019261
780	0.1970502309
781	0.1969898178
782	0.1969277333
783	0.1968618068
784	0.1967793774
785	0.196698858
786	0.1966541127
787	0.1965827728
788	0.1965173082
789	0.1964004158
790	0.1963398692
791	0.1962578696
792	0.1961978288
793	0.1961265127
794	0.1960200105
795	0.1959477889
796	0.1958720317
797	0.19580734
798	0.1957276517
799	0.195648608
800	0.1956031037
801	0.1955397458
802	0.1954743561
803	0.1953871606
804	0.1952974035
805	0.1952243906
806	0.1951625698
807	0.1950801844
808	0.1950027281
809	0.1949599375
810	0.1948862206
811	0.194794028
812	0.1947417096
813	0.19466699
814	0.1946128805
815	0.1945375763
816	0.1944887478
817	0.1944120497
818	0.1943526478
819	0.1942932696
820	0.1942444986
821	0.1941402364
822	0.1940691798
823	0.1940016014
824	0.1939297269
825	0.1938795673
826	0.1938119213
827	0.1937539251
828	0.1936962313
829	0.1936339363
830	0.1935604201
831	0.1935098998
832	0.1934446043
833	0.1933215303
834	0.1932180827
835	0.1931439621
836	0.1930806165
837	0.193009162
838	0.1929375919
839	0.1928585209
840	0.1927641261
841	0.1926775382
842	0.1926015337
843	0.1925089319
844	0.192442355
845	0.1923683247
846	0.192283789
847	0.1922249043
848	0.192168962
849	0.192124786
850	0.192076573
851	0.1920219727
852	0.1919459022
853	0.1918634787
854	0.1918171299
855	0.1917383217
856	0.191673669
857	0.1915914448
858	0.191504918
859	0.1914161055
860	0.1913576371
861	0.1913012375
862	0.1912469975
863	0.191155096
864	0.1911001911
865	0.1910588135
866	0.1910002405
867	0.1909623963
868	0.1909094476
869	0.1908681188
870	0.1907694061
871	0.1907084719
872	0.1906506458
873	0.1905618079
874	0.1904810104
875	0.1904223648
876	0.1903591581
877	0.1903016213
878	0.1902519236
879	0.1901972233
880	0.1901274442
881	0.1900740096
882	0.1899235093
883	0.189834994
884	0.189756359
885	0.1896630829
886	0.1895647939
887	0.1895173331
888	0.1894610544
889	0.189396823
890	0.1893569235
891	0.1892900795
892	0.1892433821
893	0.1891873231
894	0.1891157453
895	0.1890602214
896	0.1890047678
897	0.188950293
898	0.1888930629
899	0.1888162875
900	0.1887419558
901	0.1886639526
902	0.1886074996
903	0.188510814
904	0.1884491423
905	0.1884039607
906	0.1883245137
907	0.1882602286
908	0.1882117813
909	0.1881671623
910	0.1881174742
911	0.188052167
912	0.1880049273
913	0.1879284723
914	0.1878608649
915	0.1878136825
916	0.1877377749
917	0.1876721415
918	0.1876226663
919	0.1875492206
920	0.1874470612
921	0.1873942905
922	0.1873482769
923	0.1872342577
924	0.1871816279
925	0.1871077757
926	0.1870200884
927	0.1869707118
928	0.186918251
929	0.1868444145
930	0.1867929719
931	0.1867424905
932	0.1866876173
933	0.1866409565
934	0.1866067215
935	0.1865424791
936	0.1864601799
937	0.1864049826
938	0.1863392321
939	0.1862626698
940	0.186215467
941	0.1861560666
942	0.186078182
943	0.1860228014
944	0.185941751
945	0.1858930898
946	0.1858567155
947	0.1858166403
948	0.185750956
949	0.1856929578
950	0.1856368328
951	0.185554842
952	0.1855006169
953	0.185420729
954	0.1853695858
955	0.1853089625
956	0.1852475481
957	0.1851836436
958	0.1851448461
959	0.1850999683
960	0.1850415812
961	0.1849828196
962	0.1848823106
963	0.1847959829
964	0.1847475136
965	0.1847176267
966	0.1846469465
967	0.1845940348
968	0.1845317148
969	0.1844834722
970	0.184426416
971	0.1843756114
972	0.1843155425
973	0.1842557793
974	0.1842238726
975	0.1841553018
976	0.1840921063
977	0.1840135406
978	0.18395492
979	0.183899008
980	0.1838400443
981	0.1837945794
982	0.1837404799
983	0.1836882647
984	0.1836372102
985	0.1835647217
986	0.1834990675
987	0.1834144398
988	0.1833865298
989	0.1833406238
990	0.1833123506
991	0.18325244
992	0.1832077853
993	0.1831354183
994	0.1830800478
995	0.1830379374
996	0.182989335
997	0.182909769
998	0.1828466559
999	0.1827923001
